,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
635,APSRTC - 3356,NIGHT RIDER (SEATER CUM SLEEPER),15:00,02:10,11h 10m,898,25 Seats available,4.3,Hyderabad to Rajahmundry,https://www.redbus.in/bus-tickets/hyderabad-to-rajahmundry
636,APSRTC - 3500,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:45,04:15,12h 30m,731,32 Seats available,3.3,Hyderabad to Rajahmundry,https://www.redbus.in/bus-tickets/hyderabad-to-rajahmundry
637,APSRTC - 3376,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:45,02:00,09h 15m,699,30 Seats available,4.7,Hyderabad to Rajahmundry,https://www.redbus.in/bus-tickets/hyderabad-to-rajahmundry
638,APSRTC - 3358,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:45,05:00,12h 15m,731,32 Seats available,4.3,Hyderabad to Rajahmundry,https://www.redbus.in/bus-tickets/hyderabad-to-rajahmundry
639,APSRTC - 3366,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:15,05:30,12h 15m,731,32 Seats available,3.2,Hyderabad to Rajahmundry,https://www.redbus.in/bus-tickets/hyderabad-to-rajahmundry
640,APSRTC - 2850,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:45,05:50,12h 05m,700,32 Seats available,4.0,Hyderabad to Rajahmundry,https://www.redbus.in/bus-tickets/hyderabad-to-rajahmundry
641,APSRTC - 3360,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),17:45,04:30,10h 45m,1011,40 Seats available,3.6,Hyderabad to Rajahmundry,https://www.redbus.in/bus-tickets/hyderabad-to-rajahmundry
642,APSRTC - 2826,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:15,07:20,13h 05m,723,18 Seats available,3.0,Hyderabad to Rajahmundry,https://www.redbus.in/bus-tickets/hyderabad-to-rajahmundry
643,APSRTC - 2898,STAR LINER(NON-AC SLEEPER 2+1),18:45,05:00,10h 15m,948,26 Seats available,4.0,Hyderabad to Rajahmundry,https://www.redbus.in/bus-tickets/hyderabad-to-rajahmundry
644,APSRTC - 2680,VENNELA (A.C. SLEEPER),19:00,05:30,10h 30m,1303,16 Seats available,3.9,Hyderabad to Rajahmundry,https://www.redbus.in/bus-tickets/hyderabad-to-rajahmundry
645,APSRTC - 2784,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15,05:57,10h 42m,686,30 Seats available,4.7,Hyderabad to Rajahmundry,https://www.redbus.in/bus-tickets/hyderabad-to-rajahmundry
646,APSRTC - 2798,INDRA(A.C. Seater),19:15,06:15,11h 00m,886,31 Seats available,3.8,Hyderabad to Rajahmundry,https://www.redbus.in/bus-tickets/hyderabad-to-rajahmundry
647,APSRTC - 2782,STAR LINER(NON-AC SLEEPER 2+1),19:20,06:15,10h 55m,908,29 Seats available,3.9,Hyderabad to Rajahmundry,https://www.redbus.in/bus-tickets/hyderabad-to-rajahmundry
648,APSRTC - 2866,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,06:34,11h 04m,718,22 Seats available,3.7,Hyderabad to Rajahmundry,https://www.redbus.in/bus-tickets/hyderabad-to-rajahmundry
649,APSRTC - 4944,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,07:30,11h 45m,718,33 Seats available,2.5,Hyderabad to Rajahmundry,https://www.redbus.in/bus-tickets/hyderabad-to-rajahmundry
650,APSRTC - 2688,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,06:10,10h 10m,694,22 Seats available,4.2,Hyderabad to Rajahmundry,https://www.redbus.in/bus-tickets/hyderabad-to-rajahmundry
651,APSRTC - 2786,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,07:13,11h 13m,733,33 Seats available,3.9,Hyderabad to Rajahmundry,https://www.redbus.in/bus-tickets/hyderabad-to-rajahmundry
652,APSRTC - 2587,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,08:00,11h 30m,733,29 Seats available,3.5,Hyderabad to Rajahmundry,https://www.redbus.in/bus-tickets/hyderabad-to-rajahmundry
653,APSRTC - 2676,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),21:00,07:15,10h 15m,1119,36 Seats available,4.4,Hyderabad to Rajahmundry,https://www.redbus.in/bus-tickets/hyderabad-to-rajahmundry
654,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:30,06:15,08h 45m,849,28 Seats available,4.7,Hyderabad to Rajahmundry,https://www.redbus.in/bus-tickets/hyderabad-to-rajahmundry
655,BSR Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),23:30,06:00,06h 30m,1299,36 Seats available,4.7,Hyderabad to Rajahmundry,https://www.redbus.in/bus-tickets/hyderabad-to-rajahmundry
656,Mythri Tours And Travels,A/C Sleeper (2+1),23:00,07:40,08h 40m,809,20 Seats available,4.6,Hyderabad to Rajahmundry,https://www.redbus.in/bus-tickets/hyderabad-to-rajahmundry
657,AdHanuman Travels,A/C Seater / Sleeper (2+1),22:30,08:00,09h 30m,618,29 Seats available,3.5,Hyderabad to Rajahmundry,https://www.redbus.in/bus-tickets/hyderabad-to-rajahmundry
658,Mythri Tours And Travels,A/C Sleeper (2+1),22:30,07:00,08h 30m,879,23 Seats available,4.6,Hyderabad to Rajahmundry,https://www.redbus.in/bus-tickets/hyderabad-to-rajahmundry
659,APSRTC - 6008,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),00:50,04:20,03h 30m,584,39 Seats available,4.3,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore
660,APSRTC - 6014,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:45,11:00,05h 15m,386,34 Seats available,4.0,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore
661,APSRTC - 50012,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:45,12:00,05h 15m,386,33 Seats available,4.6,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore
662,APSRTC - 6224,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",07:45,13:45,06h 00m,330,32 Seats available,3.9,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore
663,APSRTC - 6004,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:15,13:30,05h 15m,386,34 Seats available,4.5,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore
664,APSRTC - 6016,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:15,14:30,05h 15m,386,34 Seats available,3.0,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore
665,APSRTC - 50078,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:15,15:50,05h 35m,386,29 Seats available,3.5,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore
666,APSRTC - 50061,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:15,16:30,05h 15m,386,34 Seats available,3.8,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore
667,APSRTC - 9252,INDRA(A.C. Seater),11:30,17:00,05h 30m,422,37 Seats available,4.1,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore
668,APSRTC - 50102,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",12:30,18:00,05h 30m,330,35 Seats available,3.6,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore
669,APSRTC - 50804,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,18:40,05h 40m,386,34 Seats available,4.1,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore
670,APSRTC - 6006,INDRA(A.C. Seater),13:15,18:15,05h 00m,422,30 Seats available,3.7,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore
671,APSRTC - 50191,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),14:15,19:30,05h 15m,584,47 Seats available,3.6,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore
672,APSRTC - 9488,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,21:25,05h 55m,386,34 Seats available,4.3,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore
673,APSRTC - 9256,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),15:45,21:00,05h 15m,584,45 Seats available,3.8,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore
674,CGR Travels,Non A/C Seater / Sleeper (2+1),23:59,06:00,06h 01m,500,37 Seats available,4.2,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore
675,SUVARNAMUKHI TRAVELS,A/C Sleeper (2+1),23:45,04:35,04h 50m,700,23 Seats available,4.3,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore
676,CGR Travels,Non A/C Seater / Sleeper (2+1),00:45,07:20,06h 35m,550,47 Seats available,4.3,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore
677,Maheswari Travels,Non A/C Seater / Sleeper (2+1),23:40,05:40,06h 00m,350,34 Seats available,3.8,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore
678,Indu Travels,Non A/C Seater / Sleeper (2+1),23:59,05:00,05h 01m,499,31 Seats available,4.3,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore
679,APSRTC - 45776,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:30,13:50,07h 20m,495,31 Seats available,3.7,Hyderabad to Addanki,https://www.redbus.in/bus-tickets/hyderabad-to-addanki
680,APSRTC - 5870,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,03:00,08h 30m,495,34 Seats available,4.4,Hyderabad to Addanki,https://www.redbus.in/bus-tickets/hyderabad-to-addanki
681,APSRTC - 5859,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,03:00,08h 00m,495,34 Seats available,4.0,Hyderabad to Addanki,https://www.redbus.in/bus-tickets/hyderabad-to-addanki
682,APSRTC - 5994,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,04:30,09h 00m,495,33 Seats available,3.8,Hyderabad to Addanki,https://www.redbus.in/bus-tickets/hyderabad-to-addanki
683,APSRTC - 5922,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,04:15,08h 30m,495,28 Seats available,4.3,Hyderabad to Addanki,https://www.redbus.in/bus-tickets/hyderabad-to-addanki
684,APSRTC - 5906,INDRA(A.C. Seater),20:00,03:50,07h 50m,598,30 Seats available,3.6,Hyderabad to Addanki,https://www.redbus.in/bus-tickets/hyderabad-to-addanki
685,APSRTC - 5926,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:15,04:45,08h 30m,495,25 Seats available,4.7,Hyderabad to Addanki,https://www.redbus.in/bus-tickets/hyderabad-to-addanki
686,APSRTC - 5876,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,04:15,07h 45m,495,22 Seats available,4.2,Hyderabad to Addanki,https://www.redbus.in/bus-tickets/hyderabad-to-addanki
687,APSRTC - 5020,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),20:30,02:50,06h 20m,762,41 Seats available,4.0,Hyderabad to Addanki,https://www.redbus.in/bus-tickets/hyderabad-to-addanki
688,APSRTC - 5914,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:40,04:50,08h 10m,495,22 Seats available,4.2,Hyderabad to Addanki,https://www.redbus.in/bus-tickets/hyderabad-to-addanki
689,APSRTC - 5928,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,03:45,07h 00m,495,29 Seats available,4.0,Hyderabad to Addanki,https://www.redbus.in/bus-tickets/hyderabad-to-addanki
690,APSRTC - 58231,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:50,04:30,07h 40m,495,18 Seats available,3.9,Hyderabad to Addanki,https://www.redbus.in/bus-tickets/hyderabad-to-addanki
691,APSRTC - 5902,STAR LINER(NON-AC SLEEPER 2+1),21:00,05:00,08h 00m,641,6 Seats available,4.3,Hyderabad to Addanki,https://www.redbus.in/bus-tickets/hyderabad-to-addanki
692,APSRTC - 5863,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,04:30,07h 30m,495,29 Seats available,4.1,Hyderabad to Addanki,https://www.redbus.in/bus-tickets/hyderabad-to-addanki
693,APSRTC - 48604,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),21:00,04:31,07h 31m,760,39 Seats available,4.6,Hyderabad to Addanki,https://www.redbus.in/bus-tickets/hyderabad-to-addanki
694,APSRTC - 45902,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:10,05:30,08h 20m,495,30 Seats available,4.2,Hyderabad to Addanki,https://www.redbus.in/bus-tickets/hyderabad-to-addanki
695,APSRTC - 5920,VENNELA (A.C. SLEEPER),21:15,04:40,07h 25m,885,1 Seat available,3.4,Hyderabad to Addanki,https://www.redbus.in/bus-tickets/hyderabad-to-addanki
696,APSRTC - 5958,STAR LINER(NON-AC SLEEPER 2+1),21:15,04:40,07h 25m,641,16 Seats available,3.1,Hyderabad to Addanki,https://www.redbus.in/bus-tickets/hyderabad-to-addanki
697,APSRTC - 48493,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,05:00,07h 40m,495,28 Seats available,3.3,Hyderabad to Addanki,https://www.redbus.in/bus-tickets/hyderabad-to-addanki
698,APSRTC - 48601,INDRA(A.C. Seater),21:20,04:05,06h 45m,598,36 Seats available,3.7,Hyderabad to Addanki,https://www.redbus.in/bus-tickets/hyderabad-to-addanki
699,Kaveri Travels,NON AC Seater / Sleeper 2+1,22:00,05:00,07h 00m,600,28 Seats available,4.1,Hyderabad to Addanki,https://www.redbus.in/bus-tickets/hyderabad-to-addanki
700,Sri Vengamamba Bus Transport (SVBT),A/C Sleeper (2+1),21:40,05:30,07h 50m,1040,17 Seats available,4.3,Hyderabad to Addanki,https://www.redbus.in/bus-tickets/hyderabad-to-addanki
701,Vikram Travels,A/C Seater / Sleeper (2+1),21:55,04:15,06h 20m,919,27 Seats available,4.9,Hyderabad to Addanki,https://www.redbus.in/bus-tickets/hyderabad-to-addanki
702,Mozo travels,A/C Sleeper (2+1),22:00,04:30,06h 30m,949,23 Seats available,4.7,Hyderabad to Addanki,https://www.redbus.in/bus-tickets/hyderabad-to-addanki
703,Padmavathi Travels,A/C Sleeper (2+1),21:45,04:05,06h 20m,900,28 Seats available,4.5,Hyderabad to Addanki,https://www.redbus.in/bus-tickets/hyderabad-to-addanki
704,APSRTC - 45141,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:00,14:25,06h 25m,465,18 Seats available,4.5,Chilakaluripet to Hyderabad,https://www.redbus.in/bus-tickets/chilakaluripet-to-hyderabad
705,APSRTC - 4537,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,03:10,05h 40m,428,20 Seats available,4.3,Chilakaluripet to Hyderabad,https://www.redbus.in/bus-tickets/chilakaluripet-to-hyderabad
706,APSRTC - 4553,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,03:25,05h 40m,461,29 Seats available,4.0,Chilakaluripet to Hyderabad,https://www.redbus.in/bus-tickets/chilakaluripet-to-hyderabad
707,APSRTC - 4526,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,03:40,05h 40m,461,7 Seats available,3.4,Chilakaluripet to Hyderabad,https://www.redbus.in/bus-tickets/chilakaluripet-to-hyderabad
708,APSRTC - 5816,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:10,03:25,05h 15m,470,30 Seats available,4.4,Chilakaluripet to Hyderabad,https://www.redbus.in/bus-tickets/chilakaluripet-to-hyderabad
709,APSRTC - 4532,STAR LINER(NON-AC SLEEPER 2+1),22:15,03:55,05h 40m,597,2 Seats available,4.3,Chilakaluripet to Hyderabad,https://www.redbus.in/bus-tickets/chilakaluripet-to-hyderabad
710,APSRTC - 9205,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,02:40,04h 10m,470,24 Seats available,4.5,Chilakaluripet to Hyderabad,https://www.redbus.in/bus-tickets/chilakaluripet-to-hyderabad
711,APSRTC - 4516,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,04:10,05h 40m,428,14 Seats available,4.0,Chilakaluripet to Hyderabad,https://www.redbus.in/bus-tickets/chilakaluripet-to-hyderabad
712,APSRTC - 4557,INDRA(A.C. Seater),22:45,03:15,04h 30m,557,25 Seats available,3.9,Chilakaluripet to Hyderabad,https://www.redbus.in/bus-tickets/chilakaluripet-to-hyderabad
713,APSRTC - 4530,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,04:40,05h 40m,460,27 Seats available,4.4,Chilakaluripet to Hyderabad,https://www.redbus.in/bus-tickets/chilakaluripet-to-hyderabad
714,APSRTC - 5832,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,03:10,03h 55m,470,29 Seats available,3.3,Chilakaluripet to Hyderabad,https://www.redbus.in/bus-tickets/chilakaluripet-to-hyderabad
715,APSRTC - 5830,INDRA(A.C. Seater),23:30,03:25,03h 55m,569,26 Seats available,4.1,Chilakaluripet to Hyderabad,https://www.redbus.in/bus-tickets/chilakaluripet-to-hyderabad
716,Kaveri Travels,A/C Seater / Sleeper (2+1),23:15,05:15,06h 00m,530,29 Seats available,4.2,Chilakaluripet to Hyderabad,https://www.redbus.in/bus-tickets/chilakaluripet-to-hyderabad
717,Kaveri Travels,Non A/C Seater / Sleeper (2+1),23:30,05:20,05h 50m,500,27 Seats available,3.9,Chilakaluripet to Hyderabad,https://www.redbus.in/bus-tickets/chilakaluripet-to-hyderabad
718,JSR Bus Tours & Travels,Non A/C Seater / Sleeper (2+1),21:55,04:15,06h 20m,399,22 Seats available,4.5,Chilakaluripet to Hyderabad,https://www.redbus.in/bus-tickets/chilakaluripet-to-hyderabad
719,Pspk Bus,Non A/C Seater / Sleeper (2+1),22:55,04:30,05h 35m,500,31 Seats available,4.7,Chilakaluripet to Hyderabad,https://www.redbus.in/bus-tickets/chilakaluripet-to-hyderabad
720,Vikram sri krishna travels,A/C Sleeper (2+1),22:30,05:30,07h 00m,690,12 Seats available,3.9,Chilakaluripet to Hyderabad,https://www.redbus.in/bus-tickets/chilakaluripet-to-hyderabad
721,APSRTC - 4512,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:15,09:15,09h 00m,574,26 Seats available,3.8,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada
722,APSRTC - 4410,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:15,09:54,08h 39m,574,33 Seats available,2.4,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada
723,APSRTC - 4446,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",02:15,10:54,08h 39m,574,33 Seats available,3.2,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada
724,APSRTC - 4382,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:15,11:54,08h 39m,574,30 Seats available,4.5,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada
725,APSRTC - 3465,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:00,13:30,09h 30m,621,34 Seats available,2.9,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada
726,APSRTC - 4508,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:45,14:00,09h 15m,574,33 Seats available,3.8,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada
727,APSRTC - 4412,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:30,14:40,09h 10m,574,34 Seats available,2.4,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada
728,APSRTC - 3491,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),06:00,13:45,07h 45m,794,39 Seats available,3.9,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada
729,APSRTC - 97239,INDRA(A.C. Seater),07:00,15:00,08h 00m,732,35 Seats available,4.4,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada
730,APSRTC - 9335,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:00,16:09,09h 09m,574,33 Seats available,4.6,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada
731,APSRTC - 3146,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:30,16:30,09h 00m,605,33 Seats available,3.8,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada
732,APSRTC - 3495,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),08:00,15:30,07h 30m,794,33 Seats available,4.1,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada
733,APSRTC - 9373,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),08:15,16:30,08h 15m,794,35 Seats available,3.7,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada
734,APSRTC - 3148,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:15,17:15,09h 00m,574,33 Seats available,3.8,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada
735,APSRTC - 4277,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:30,17:30,09h 00m,574,34 Seats available,3.8,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada
736,APSRTC - 4059,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:10,17:15,08h 05m,585,33 Seats available,1.8,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada
737,APSRTC - 3841,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:20,17:55,08h 35m,598,33 Seats available,3.8,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada
738,APSRTC - 4281,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:30,18:30,09h 00m,574,34 Seats available,3.8,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada
739,APSRTC - 3256,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",10:00,18:00,08h 00m,549,35 Seats available,3.8,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada
740,APSRTC - 4445,INDRA(A.C. Seater),10:00,18:35,08h 35m,708,32 Seats available,4.1,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada
741,NueGo,Electric A/C Seater/Sleeper (2+1),21:45,06:00,08h 15m,693,21 Seats available,4.5,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada
742,IntrCity SmartBus,AC Sleeper (2+1),21:00,05:20,08h 20m,859,30 Seats available,4.6,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada
743,Yolo Bus,A/C Sleeper (2+1),21:31,05:03,07h 32m,702,24 Seats available,4.5,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada
744,NueGo,Electric A/C Sleeper (2+1),20:00,04:15,08h 15m,664,18 Seats available,4.4,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada
745,IntrCity SmartBus,AC Sleeper (2+1),22:00,06:10,08h 10m,869,26 Seats available,4.4,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada
746,APSRTC - 2865,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,04:30,10h 00m,718,19 Seats available,3.9,Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad
747,APSRTC - 4943,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,05:00,10h 00m,718,14 Seats available,4.3,Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad
748,APSRTC - 2785,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,03:15,07h 45m,728,24 Seats available,4.4,Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad
749,APSRTC - 2849,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,04:25,08h 40m,700,25 Seats available,4.0,Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad
750,APSRTC - 2586,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:15,05:15,09h 00m,728,23 Seats available,3.9,Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad
751,APSRTC - 2783,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,06:15,09h 45m,718,20 Seats available,4.1,Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad
752,APSRTC - 2781,STAR LINER(NON-AC SLEEPER 2+1),20:45,05:00,08h 15m,908,18 Seats available,3.6,Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad
753,APSRTC - 3375,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,06:15,09h 30m,699,29 Seats available,3.8,Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad
754,APSRTC - 2777,INDRA(A.C. Seater),21:00,05:15,08h 15m,881,27 Seats available,4.3,Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad
755,APSRTC - 2825,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,05:50,08h 35m,718,27 Seats available,3.9,Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad
756,APSRTC - 2897,STAR LINER(NON-AC SLEEPER 2+1),21:15,05:20,08h 05m,943,21 Seats available,4.7,Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad
757,APSRTC - 2687,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,06:00,08h 30m,728,20 Seats available,4.1,Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad
758,APSRTC - 3355,NIGHT RIDER (SEATER CUM SLEEPER),21:30,05:05,07h 35m,898,16 Seats available,3.3,Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad
