,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
376,Holidays Tours and Travels,A/C Seater / Sleeper (2+1),22:30,05:26,06h 56m,598,26 Seats available,4.7,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru
377,BSR Tours And Travels,VE A/C Sleeper (2+1),22:00,05:25,07h 25m,1080,19 Seats available,4.8,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru
378,Go Tour Travels and Holidays,A/C Sleeper (2+1),22:48,05:40,06h 52m,1321,16 Seats available,4.5,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru
379,NueGo,Electric A/C Seater (2+2),22:00,06:33,08h 33m,427,23 Seats available,4.3,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru
380,Mythri Tours And Travels,A/C Sleeper (2+1),20:00,04:00,08h 00m,879,23 Seats available,4.5,Hyderabad to Eluru,https://www.redbus.in/bus-tickets/hyderabad-to-eluru
381,APSRTC - 4266,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:00,16:10,07h 10m,483,28 Seats available,4.5,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
382,APSRTC - 4244,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,20:50,06h 50m,451,34 Seats available,3.2,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
383,APSRTC - 4246,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,22:15,06h 15m,483,32 Seats available,4.4,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
384,APSRTC - 4256,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,02:45,06h 15m,451,34 Seats available,4.1,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
385,APSRTC - 4737,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,02:40,05h 40m,483,34 Seats available,3.0,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
386,APSRTC - 4250,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,03:02,05h 47m,483,32 Seats available,3.4,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
387,APSRTC - 4620,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,03:30,05h 45m,483,22 Seats available,3.8,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
388,APSRTC - 4198,INDRA(A.C. Seater),22:00,03:20,05h 20m,585,35 Seats available,4.4,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
389,APSRTC - 4252,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:05,04:00,05h 55m,483,33 Seats available,3.0,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
390,APSRTC - 4178,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:15,04:16,06h 01m,817,46 Seats available,4.0,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
391,APSRTC - 4611,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,04:00,05h 45m,483,27 Seats available,4.0,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
392,APSRTC - 4214,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:30,03:05,04h 35m,743,43 Seats available,3.9,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
393,APSRTC - 4628,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,04:30,06h 00m,483,30 Seats available,4.1,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
394,APSRTC - 4212,STAR LINER(NON-AC SLEEPER 2+1),22:40,04:00,05h 20m,626,20 Seats available,3.8,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
395,APSRTC - 4154,INDRA(A.C. Seater),22:45,04:25,05h 40m,585,37 Seats available,4.5,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
396,Zingbus Plus,A/C Seater / Sleeper (2+1),22:35,06:00,07h 25m,444,32 Seats available,4.6,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
397,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:45,05:45,07h 00m,449,32 Seats available,4.5,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
398,IntrCity SmartBus,AC Sleeper (2+1),22:55,05:25,06h 30m,849,24 Seats available,4.5,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
399,Sri Sanvi Tours and Travels,A/C Sleeper (2+1),21:50,05:00,07h 10m,899,33 Seats available,4.5,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
400,IntrCity SmartBus,AC Sleeper (2+1),22:00,05:00,07h 00m,769,24 Seats available,4.5,Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad
401,APSRTC - 4390,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:00,05:15,04h 15m,302,5 Seats available,4.6,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla
402,APSRTC - 4388,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:00,08:15,04h 15m,302,30 Seats available,3.9,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla
403,APSRTC - 4394,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:30,09:45,05h 15m,334,6 Seats available,3.4,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla
404,APSRTC - 4392,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:30,10:45,05h 15m,334,5 Seats available,4.4,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla
405,APSRTC - 4533,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:00,12:45,05h 45m,331,9 Seats available,4.1,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla
406,APSRTC - 45862,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:15,14:50,06h 35m,333,30 Seats available,4.1,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla
407,APSRTC - 36018,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:00,13:15,04h 15m,302,30 Seats available,3.8,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla
408,APSRTC - 36405,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:00,14:15,04h 15m,302,33 Seats available,4.8,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla
409,APSRTC - 4403,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:15,16:50,04h 35m,313,32 Seats available,3.6,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla
410,APSRTC - 36403,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,17:15,04h 15m,302,34 Seats available,4.4,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla
411,APSRTC - 4399,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:45,18:00,04h 15m,302,32 Seats available,2.5,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla
412,APSRTC - 4405,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:15,18:30,04h 15m,302,33 Seats available,3.7,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla
413,APSRTC - 36409,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,19:15,04h 15m,302,33 Seats available,4.0,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla
414,APSRTC - 36401,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,20:15,04h 15m,302,33 Seats available,3.9,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla
415,APSRTC - 36431,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15,23:30,04h 15m,302,33 Seats available,3.9,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla
416,APSRTC - 4409,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,00:15,04h 15m,302,33 Seats available,4.1,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla
417,APSRTC - 5878,INDRA(A.C. Seater),21:15,02:25,05h 10m,365,33 Seats available,3.9,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla
418,APSRTC - 4407,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,03:35,04h 35m,313,33 Seats available,3.3,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla
419,APSRTC - 4419,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:45,04:00,04h 15m,302,24 Seats available,4.5,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla
420,IVR Tours and Travels,Non A/C Seater / Sleeper (2+1),21:55,02:45,04h 50m,599,30 Seats available,4.0,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla
421,Dosti Tours and Travels,A/C Sleeper (2+1),22:00,03:15,05h 15m,1050,20 Seats available,3.5,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla
422,SHANU TRAVELS,Non A/C Seater / Sleeper (2+1),21:50,03:15,05h 25m,599,27 Seats available,1.8,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla
423,KKaveri Travels,A/C Sleeper (2+1),21:30,03:30,06h 00m,800,23 Seats available,3.0,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla
424,IVR Tours and Travels,Non A/C Seater / Sleeper (2+1),21:30,02:45,05h 15m,599,32 Seats available,2.8,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla
425,APSRTC - 50145,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:00,09:45,05h 45m,386,23 Seats available,4.3,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti
426,APSRTC - 6204,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:30,09:45,05h 15m,386,28 Seats available,3.3,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti
427,APSRTC - 6206,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:30,10:50,05h 20m,386,26 Seats available,4.4,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti
428,APSRTC - 50182,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:00,11:35,05h 35m,386,29 Seats available,3.1,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti
429,APSRTC - 6011,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:30,12:15,05h 45m,386,34 Seats available,3.8,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti
430,APSRTC - 50103,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",07:30,13:00,05h 30m,330,35 Seats available,3.4,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti
431,APSRTC - 6523,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",07:45,13:15,05h 30m,330,35 Seats available,3.1,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti
432,APSRTC - 6019,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:15,14:00,05h 45m,386,33 Seats available,4.7,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti
433,APSRTC - 6074,INDRA(A.C. Seater),09:00,14:30,05h 30m,422,23 Seats available,3.1,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti
434,APSRTC - 6066,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:00,15:45,05h 45m,386,31 Seats available,3.5,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti
435,APSRTC - 9267,INDRA(A.C. Seater),10:30,16:00,05h 30m,422,18 Seats available,3.3,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti
436,APSRTC - 9255,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:30,17:15,05h 45m,386,25 Seats available,4.3,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti
437,APSRTC - 6015,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:30,19:15,05h 45m,386,33 Seats available,4.0,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti
438,APSRTC - 50194,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),14:30,20:00,05h 30m,584,45 Seats available,3.6,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti
439,APSRTC - 6225,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",15:00,21:00,06h 00m,330,27 Seats available,4.2,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti
440,CGR Travels,Non A/C Seater / Sleeper (2+1),20:15,04:15,08h 00m,500,25 Seats available,4.2,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti
441,INDHU BUS,Non A/C Seater / Sleeper (2+1),21:40,03:30,05h 50m,444,31 Seats available,4.1,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti
442,CGR Travels,Non A/C Seater / Sleeper (2+1),19:55,02:45,06h 50m,500,32 Seats available,4.3,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti
443,PRL BUS,Non A/C Seater / Sleeper (2+1),21:45,04:00,06h 15m,400,26 Seats available,3.9,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti
444,Indu Travels,Non A/C Seater / Sleeper (2+1),20:35,03:45,07h 10m,449,33 Seats available,3.9,Bangalore to Rayachoti,https://www.redbus.in/bus-tickets/bangalore-to-rayachoti
445,PRL BUS,A/C Sleeper (2+1),21:35,04:00,06h 25m,1100,19 Seats available,4.6,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala
446,Indu Travels,Non A/C Seater / Sleeper (2+1),22:00,04:30,06h 30m,499,34 Seats available,4.5,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala
447,VEERA BRAHMENDRA TRAVELS,Non A/C Seater / Sleeper (2+1),21:30,04:20,06h 50m,550,30 Seats available,4.2,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala
448,BRS Travels,Non A/C Seater / Sleeper (2+1),22:10,05:00,06h 50m,550,30 Seats available,4.0,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala
449,PRL BUS,Non A/C Seater / Sleeper (2+1),21:15,04:20,07h 05m,600,33 Seats available,4.2,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala
450,INDHU BUS,Non A/C Seater / Sleeper (2+1),21:15,04:10,06h 55m,550,20 Seats available,4.1,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala
451,Indu Travels,Non A/C Seater / Sleeper (2+1),21:45,04:20,06h 35m,499,31 Seats available,3.9,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala
452,BRS Travels,A/C Sleeper (2+1),22:15,05:30,07h 15m,800,18 Seats available,3.8,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala
453,SLNS Travels,Non A/C Seater / Sleeper (2+1),22:00,05:30,07h 30m,599,26 Seats available,3.9,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala
454,Indu Travels,A/C Sleeper (2+1),21:35,04:00,06h 25m,949,28 Seats available,3.7,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala
455,APSRTC - 2675,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),00:45,08:05,07h 20m,874,35 Seats available,4.6,Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
456,APSRTC - 4725,INDRA(A.C. Seater),11:30,18:10,06h 40m,649,9 Seats available,2.9,Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
457,APSRTC - 23879,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:00,18:50,06h 50m,537,21 Seats available,2.9,Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
458,APSRTC - 4796,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,06:40,11h 10m,668,20 Seats available,4.2,Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
459,APSRTC - 4798,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,06:10,10h 25m,631,26 Seats available,4.5,Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
460,APSRTC - 4802,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:15,04:50,08h 35m,590,27 Seats available,4.3,Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
461,APSRTC - 4800,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,05:30,09h 00m,618,34 Seats available,3.4,Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
462,APSRTC - 4820,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,05:40,08h 40m,569,25 Seats available,4.5,Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
463,APSRTC - 4804,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,06:45,09h 45m,623,37 Seats available,3.8,Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
464,APSRTC - 4792,INDRA(A.C. Seater),21:02,05:10,08h 08m,698,18 Seats available,3.9,Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
465,APSRTC - 4893,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,04:45,07h 30m,537,29 Seats available,3.8,Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
466,APSRTC - 4822,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,05:15,08h 00m,569,28 Seats available,4.2,Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
467,APSRTC - 23533,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,05:35,08h 15m,569,32 Seats available,2.6,Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
468,APSRTC - 2552,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:50,04:40,06h 50m,569,22 Seats available,3.7,Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
469,APSRTC - 4971,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,05:55,07h 55m,569,21 Seats available,3.7,Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
470,Holidays Tours and Travels,A/C Seater / Sleeper (2+1),21:45,05:49,08h 04m,598,26 Seats available,4.7,Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
471,NueGo,Electric A/C Seater (2+2),22:05,06:27,08h 22m,599,24 Seats available,4.5,Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
472,BSR Tours And Travels,A/C Sleeper (2+1),22:40,06:15,07h 35m,1080,19 Seats available,4.7,Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
473,LVP Travels,A/C Seater / Sleeper (2+1),21:20,05:30,08h 10m,580,29 Seats available,4.4,Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
474,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),21:15,05:45,08h 30m,590,31 Seats available,4.4,Eluru to Hyderabad,https://www.redbus.in/bus-tickets/eluru-to-hyderabad
475,APSRTC - 5095,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:30,04:45,04h 15m,426,30 Seats available,3.7,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore
476,APSRTC - 5091,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:50,05:05,04h 15m,426,33 Seats available,3.4,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore
477,APSRTC - 5027,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:30,05:45,04h 15m,426,26 Seats available,4.4,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore
478,APSRTC - 5650,Express Non AC Seater 2+3,04:30,10:25,05h 55m,312,47 Seats available,3.1,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore
479,APSRTC - 5512,SAPTAGIRI EXPRESS,06:30,12:30,06h 00m,317,45 Seats available,4.3,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore
480,APSRTC - 5470,SAPTAGIRI EXPRESS,07:30,13:30,06h 00m,312,46 Seats available,4.8,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore
481,APSRTC - 5466,SAPTAGIRI EXPRESS,08:30,14:30,06h 00m,312,47 Seats available,5.0,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore
482,APSRTC - 9045,Express Non AC Seater 2+3,09:00,15:25,06h 25m,312,45 Seats available,2.5,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore
483,APSRTC - 5500,SAPTAGIRI EXPRESS,09:30,15:30,06h 00m,312,44 Seats available,4.8,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore
484,APSRTC - 5456,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:00,16:00,06h 00m,426,32 Seats available,4.1,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore
485,APSRTC - 5496,SAPTAGIRI EXPRESS,10:00,16:00,06h 00m,312,45 Seats available,4.1,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore
486,APSRTC - 5462,SAPTAGIRI EXPRESS,10:30,16:30,06h 00m,312,45 Seats available,1.7,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore
487,APSRTC - 5446,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:45,16:45,06h 00m,426,34 Seats available,4.5,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore
488,APSRTC - 9019,Express Non AC Seater 2+3,10:45,17:10,06h 25m,312,47 Seats available,3.6,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore
489,APSRTC - 5468,SAPTAGIRI EXPRESS,11:00,17:00,06h 00m,312,45 Seats available,3.7,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore
490,FRESHBUS,Electric A/C Seater (2+2),08:00,13:40,05h 40m,250,33 Seats available,4.8,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore
491,FRESHBUS,Electric A/C Seater (2+2),22:50,05:15,06h 25m,294,33 Seats available,4.7,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore
492,FRESHBUS,Electric A/C Seater (2+2),23:50,06:15,06h 25m,399,28 Seats available,4.7,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore
493,AdHYBUS,Bharat Benz A/C Sleeper (2+1),14:00,19:40,05h 40m,603,30 Seats available,4.9,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore
494,FRESHBUS,Electric A/C Seater (2+2),05:30,11:10,05h 40m,319,26 Seats available,4.7,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore
495,JOSH BUS,Non A/C Seater / Sleeper (2+1),22:45,06:00,07h 15m,590,22 Seats available,4.2,Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad
496,V Kaveri Travels,A/C Sleeper (2+1),22:30,05:15,06h 45m,1050,20 Seats available,4.0,Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad
497,Kaveri Travels,A/C Sleeper (2+1),22:55,05:00,06h 05m,819,21 Seats available,3.7,Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad
498,Raja Buses,NON AC Seater / Sleeper 2+1,22:30,04:00,05h 30m,560,27 Seats available,3.6,Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad
499,Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),22:45,05:30,06h 45m,540,23 Seats available,4.0,Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad
500,JOSH BUS,Non A/C Seater / Sleeper (2+1),23:15,06:00,06h 45m,610,24 Seats available,4.4,Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad
501,Raja Buses,NON AC Seater / Sleeper 2+1,22:30,04:00,05h 30m,500,23 Seats available,3.9,Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad
502,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),23:15,06:00,06h 45m,600,20 Seats available,3.5,Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad
503,SVVT Travels,Non A/C Seater / Sleeper (2+1),21:55,06:00,08h 05m,5000,30 Seats available,3.9,Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad
504,KKaveri Travels,A/C Sleeper (2+1),23:15,06:00,06h 45m,800,26 Seats available,3.2,Vinukonda to Hyderabad,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad
